month,crop_category,crop_name,system_type,avg_temp_c,humidity_pct,water_temp_c,vpd_kpa,ph_level,ec_level,dissolved_oxygen,dli_mol_m2_day,is_recommended,risk_factor
Sep,Microgreen,Kohlrabi,Tray,31.7,73.4,26.7,1.25,6.6,1.5,4.6,12.2,0,Root Rot Risk
May,Microgreen,Cilantro,Tray,38.6,26.0,33.6,5.06,6.8,1.6,2.2,23.7,0,Root Rot Risk
Jun,Microgreen,Sunflower,Tray,37.2,22.3,32.2,4.94,6.0,1.7,2.7,18.4,0,Root Rot Risk
Jul,Hydroponic,Basil (Hydro),NFT,29.2,75.3,32.2,1.0,7.1,2.1,2.7,13.0,0,Root Rot Risk
Mar,Microgreen,Radish,Tray,31.7,43.5,26.7,2.65,6.2,1.7,4.6,15.1,0,Root Rot Risk
Dec,Hydroponic,Spinach,DWC,8.5,50.2,11.5,0.55,6.3,1.7,10.0,6.2,1,Optimal
Aug,Hydroponic,Basil (Hydro),DWC,33.0,74.1,28.0,1.3,6.7,1.8,4.2,11.9,0,Root Rot Risk
Dec,Microgreen,Pea Shoots,Tray,10.9,58.8,13.9,0.54,6.4,1.5,9.1,8.1,1,Optimal
Sep,Microgreen,Broccoli,Tray,31.6,74.3,26.6,1.19,5.2,2.1,4.7,11.9,0,Root Rot Risk
Mar,Microgreen,Basil (MG),Tray,24.7,46.3,27.7,1.67,6.5,0.8,4.3,19.8,0,Root Rot Risk
Aug,Hydroponic,Cherry Tomato,DWC,33.6,92.8,28.6,0.37,5.4,0.5,4.0,12.5,0,Root Rot Risk
Sep,Microgreen,Mustard,Tray,34.3,90.7,29.3,0.51,6.4,1.0,3.7,11.3,0,Root Rot Risk
Mar,Hydroponic,Mint,DWC,26.4,36.6,29.4,2.18,6.1,0.7,3.7,16.1,0,Root Rot Risk
Apr,Hydroponic,Celery,NFT,42.4,25.1,37.4,6.28,5.5,1.1,2.0,20.6,0,Root Rot Risk
Nov,Hydroponic,Pak Choi,DWC,11.8,56.7,14.8,0.6,6.7,1.9,8.8,8.0,1,Optimal
Aug,Microgreen,Beetroot,Tray,29.0,83.6,32.0,0.66,7.0,0.9,2.8,8.3,0,Root Rot Risk
Aug,Microgreen,Mustard,Tray,34.0,86.5,29.0,0.72,5.6,1.0,3.8,9.4,0,Root Rot Risk
May,Hydroponic,Kale,DWC,38.1,21.3,33.1,5.23,7.7,1.3,2.4,22.8,0,Root Rot Risk
Mar,Microgreen,Cilantro,Tray,31.8,34.9,26.8,3.06,6.1,0.8,4.6,18.7,0,Root Rot Risk
Sep,Microgreen,Radish,Tray,28.1,70.6,31.1,1.12,6.4,1.8,3.1,9.7,0,Root Rot Risk
Dec,Hydroponic,Celery,DWC,13.9,44.4,16.9,0.88,7.7,2.3,8.1,9.8,0,Nutrient Lockout
Apr,Hydroponic,Celery,DWC,47.4,17.1,42.4,8.96,5.8,1.7,2.0,20.2,0,Root Rot Risk
Feb,Hydroponic,Lettuce,DWC,25.3,35.4,28.3,2.09,5.6,0.7,4.1,19.8,0,Root Rot Risk
Feb,Hydroponic,Pak Choi,DWC,26.2,38.9,29.2,2.07,7.5,1.6,3.8,15.0,0,Root Rot Risk
Nov,Microgreen,Basil (MG),Tray,17.9,47.5,20.9,1.08,7.0,2.3,6.7,11.7,1,Optimal
Apr,Microgreen,Broccoli,Tray,40.8,24.1,35.8,5.84,5.7,2.4,2.0,22.4,0,Root Rot Risk
Aug,Hydroponic,Basil (Hydro),DWC,28.5,78.8,31.5,0.83,6.4,0.6,3.0,12.9,0,Root Rot Risk
Jul,Hydroponic,Celery,NFT,31.3,70.9,26.3,1.33,6.6,1.1,4.8,11.9,0,Root Rot Risk
Jun,Hydroponic,Spinach,DWC,41.9,24.1,36.9,6.21,6.2,1.1,2.0,18.9,0,Root Rot Risk
Jul,Hydroponic,Bell Pepper,DWC,34.3,87.3,29.3,0.69,5.8,1.9,3.7,9.7,0,Root Rot Risk
Apr,Hydroponic,Strawberry,NFT,36.3,28.8,31.3,4.29,6.4,0.5,3.1,21.3,0,Root Rot Risk
Aug,Hydroponic,Kale,DWC,34.1,86.5,29.1,0.73,7.2,2.0,3.8,9.8,0,Root Rot Risk
Aug,Hydroponic,Cucumber,NFT,34.1,73.5,29.1,1.42,6.1,0.7,3.8,11.1,0,Root Rot Risk
Mar,Microgreen,Kohlrabi,Tray,22.6,33.3,25.6,1.83,6.5,2.0,5.0,14.9,1,Optimal
Feb,Hydroponic,Strawberry,DWC,25.8,36.5,28.8,2.11,6.0,1.6,3.9,14.7,0,Root Rot Risk
Oct,Hydroponic,Kale,DWC,26.9,38.7,29.9,2.17,6.1,2.1,3.5,15.0,0,Root Rot Risk
Aug,Microgreen,Arugula,Tray,32.0,89.0,27.0,0.52,7.3,0.6,4.5,10.9,0,Root Rot Risk
Aug,Hydroponic,Bell Pepper,DWC,29.7,78.8,32.7,0.88,7.8,1.6,2.5,10.6,0,Root Rot Risk
Dec,Hydroponic,Celery,NFT,17.2,59.3,20.2,0.8,7.3,1.4,6.9,10.8,0,Nutrient Lockout
Mar,Hydroponic,Spinach,NFT,30.7,48.4,25.7,2.28,6.2,2.1,5.0,14.6,1,Optimal
Jul,Microgreen,Amaranth,Tray,31.4,86.0,26.4,0.65,7.1,0.8,4.8,11.1,0,Root Rot Risk
Oct,Microgreen,Beetroot,Tray,23.4,36.1,26.4,1.84,7.6,1.6,4.8,15.0,0,Root Rot Risk
Jan,Hydroponic,Bell Pepper,NFT,18.7,41.7,21.7,1.26,6.9,0.6,6.4,9.4,1,Optimal
Mar,Microgreen,Sunflower,Tray,31.6,40.3,26.6,2.78,5.9,2.2,4.7,19.2,0,Root Rot Risk
Aug,Microgreen,Beetroot,Tray,33.2,94.0,28.2,0.3,5.7,1.2,4.1,10.7,0,Root Rot Risk
Jul,Microgreen,Beetroot,Tray,32.9,73.0,27.9,1.35,5.5,1.4,4.2,10.6,0,Root Rot Risk
Feb,Microgreen,Amaranth,Tray,23.8,39.8,26.8,1.77,6.2,1.8,4.6,19.3,0,Root Rot Risk
Mar,Hydroponic,Mint,NFT,27.2,34.3,30.2,2.38,5.5,0.7,3.4,15.6,0,Root Rot Risk
Aug,Hydroponic,Kale,NFT,33.7,94.6,28.7,0.28,7.4,1.1,3.9,9.5,0,Root Rot Risk
Mar,Hydroponic,Lettuce,NFT,30.0,32.5,25.0,2.87,6.2,1.7,5.2,17.1,0,VPD Stress
May,Hydroponic,Mint,DWC,42.3,15.5,37.3,7.03,6.5,1.4,2.0,24.6,0,Root Rot Risk
Jul,Hydroponic,Kale,NFT,30.1,72.0,25.1,1.2,5.5,1.3,5.2,9.9,1,Optimal
Dec,Microgreen,Pea Shoots,Tray,11.1,51.0,14.1,0.65,7.0,0.5,9.1,10.0,1,Optimal
Sep,Hydroponic,Celery,DWC,28.7,94.5,31.7,0.21,7.7,0.6,2.9,12.4,0,Root Rot Risk
Sep,Hydroponic,Basil (Hydro),NFT,32.0,86.2,27.0,0.66,5.4,1.6,4.6,11.1,0,Root Rot Risk
Feb,Microgreen,Kohlrabi,Tray,31.0,43.4,26.0,2.55,6.9,1.1,4.9,18.3,0,Root Rot Risk
Jul,Microgreen,Arugula,Tray,33.7,73.9,28.7,1.36,5.4,1.9,4.0,9.8,0,Root Rot Risk
Jun,Hydroponic,Basil (Hydro),DWC,42.3,20.7,37.3,6.61,7.5,1.5,2.0,24.1,0,Root Rot Risk
Jan,Hydroponic,Cucumber,NFT,10.6,47.6,13.6,0.67,5.7,1.5,9.2,9.9,1,Optimal
Feb,Microgreen,Pea Shoots,Tray,27.3,45.8,30.3,1.97,5.9,1.3,3.4,19.3,0,Root Rot Risk
Feb,Hydroponic,Strawberry,DWC,25.2,30.7,28.2,2.22,6.7,1.4,4.1,16.8,0,Root Rot Risk
May,Microgreen,Amaranth,Tray,46.9,26.0,41.9,7.82,7.1,1.7,2.0,20.7,0,Root Rot Risk
Apr,Microgreen,Cilantro,Tray,38.0,20.9,33.0,5.25,5.7,2.1,2.4,20.9,0,Root Rot Risk
May,Hydroponic,Kale,NFT,44.5,28.6,39.5,6.66,7.2,2.2,2.0,22.4,0,Root Rot Risk
Oct,Microgreen,Cilantro,Tray,31.0,41.6,26.0,2.62,7.0,1.3,4.9,19.8,0,Root Rot Risk
Oct,Hydroponic,Bell Pepper,DWC,29.6,35.1,32.6,2.69,6.4,1.8,2.6,18.5,0,Root Rot Risk
Aug,Microgreen,Amaranth,Tray,31.6,72.0,26.6,1.3,6.5,0.7,4.7,12.7,0,Root Rot Risk
Apr,Hydroponic,Pak Choi,DWC,43.8,22.9,38.8,6.95,5.5,1.1,2.0,21.8,0,Root Rot Risk
Jan,Hydroponic,Celery,NFT,9.5,58.3,12.5,0.49,7.0,1.3,9.6,6.1,1,Optimal
Jul,Microgreen,Basil (MG),Tray,32.1,73.0,27.1,1.29,5.6,2.4,4.5,10.9,0,Root Rot Risk
Jul,Hydroponic,Pak Choi,DWC,28.1,73.6,31.1,1.0,7.7,0.8,3.1,9.2,0,Root Rot Risk
Jun,Microgreen,Radish,Tray,42.7,19.8,37.7,6.81,5.3,1.1,2.0,20.0,0,Root Rot Risk
Oct,Microgreen,Cilantro,Tray,29.6,49.3,32.6,2.1,7.6,2.3,2.6,17.4,0,Root Rot Risk
Dec,Hydroponic,Kale,NFT,11.5,53.6,14.5,0.63,6.5,2.1,8.9,10.6,1,Optimal
Nov,Hydroponic,Spinach,NFT,19.9,50.5,22.9,1.15,6.4,1.6,6.0,7.2,1,Optimal
Aug,Hydroponic,Cherry Tomato,NFT,31.3,83.1,26.3,0.77,6.7,1.7,4.8,13.9,0,Root Rot Risk
Sep,Microgreen,Mustard,Tray,33.9,86.9,28.9,0.69,5.3,2.0,3.9,12.2,0,Root Rot Risk
Jul,Microgreen,Amaranth,Tray,33.4,88.4,28.4,0.6,5.3,0.6,4.1,9.3,0,Root Rot Risk
Oct,Hydroponic,Cucumber,DWC,27.5,32.0,30.5,2.49,7.7,1.3,3.3,17.8,0,Root Rot Risk
Oct,Microgreen,Basil (MG),Tray,25.3,47.7,28.3,1.68,6.4,0.9,4.1,18.5,0,Root Rot Risk
Sep,Microgreen,Mustard,Tray,30.3,78.7,25.3,0.92,5.9,1.8,5.1,9.4,1,Optimal
Dec,Microgreen,Broccoli,Tray,13.2,51.2,16.2,0.74,7.4,1.3,8.3,5.2,0,Nutrient Lockout
Dec,Microgreen,Broccoli,Tray,11.2,59.0,14.2,0.55,6.7,1.5,9.0,6.8,1,Optimal
Jul,Hydroponic,Lettuce,DWC,32.1,73.3,27.1,1.28,6.7,1.3,4.5,13.5,0,Root Rot Risk
Mar,Hydroponic,Basil (Hydro),NFT,27.6,37.5,30.6,2.31,7.6,1.3,3.3,19.2,0,Root Rot Risk
Oct,Hydroponic,Mint,NFT,23.2,43.5,26.2,1.6,7.1,1.1,4.8,17.4,0,Root Rot Risk
Oct,Microgreen,Mustard,Tray,25.2,41.0,28.2,1.9,5.7,1.0,4.1,18.9,0,Root Rot Risk
May,Hydroponic,Lettuce,NFT,43.5,15.1,38.5,7.53,7.3,1.3,2.0,20.6,0,Root Rot Risk
May,Microgreen,Radish,Tray,43.8,25.3,38.8,6.72,7.6,2.1,2.0,23.9,0,Root Rot Risk
Jun,Microgreen,Basil (MG),Tray,43.7,25.7,38.7,6.66,7.3,1.4,2.0,23.4,0,Root Rot Risk
Jul,Microgreen,Beetroot,Tray,33.3,94.8,28.3,0.26,6.0,1.9,4.1,14.3,0,Root Rot Risk
Apr,Hydroponic,Strawberry,NFT,44.2,15.5,39.2,7.78,5.6,0.7,2.0,24.5,0,Root Rot Risk
May,Hydroponic,Cucumber,DWC,45.7,25.9,40.7,7.34,6.7,0.6,2.0,20.5,0,Root Rot Risk
Jan,Microgreen,Beetroot,Tray,16.8,40.8,19.8,1.13,7.8,1.7,7.1,5.6,0,Nutrient Lockout
May,Hydroponic,Kale,DWC,45.1,22.4,40.1,7.48,5.7,1.1,2.0,19.5,0,Root Rot Risk
Nov,Microgreen,Pea Shoots,Tray,19.4,48.5,22.4,1.16,6.6,1.0,6.2,7.8,1,Optimal
Sep,Microgreen,Sunflower,Tray,28.4,84.4,31.4,0.6,6.5,1.2,3.0,12.7,0,Root Rot Risk
Jun,Microgreen,Radish,Tray,37.1,28.1,32.1,4.54,5.6,1.5,2.8,25.0,0,Root Rot Risk
Jan,Microgreen,Basil (MG),Tray,9.0,53.7,12.0,0.53,7.4,0.8,9.8,10.1,0,Nutrient Lockout
Dec,Hydroponic,Spinach,NFT,18.3,52.4,21.3,1.0,5.3,2.2,6.5,7.6,0,Nutrient Lockout
Feb,Hydroponic,Strawberry,DWC,29.6,38.2,32.6,2.56,7.6,1.0,2.6,17.9,0,Root Rot Risk
Feb,Microgreen,Sunflower,Tray,28.2,41.2,31.2,2.24,5.9,1.4,3.1,15.6,0,Root Rot Risk
Nov,Microgreen,Pea Shoots,Tray,18.7,52.5,21.7,1.03,7.4,0.9,6.4,10.4,0,Nutrient Lockout
Apr,Hydroponic,Strawberry,DWC,45.6,24.7,40.6,7.43,6.2,1.1,2.0,22.1,0,Root Rot Risk
Feb,Hydroponic,Pak Choi,NFT,28.3,34.8,31.3,2.5,6.2,0.6,3.1,19.1,0,Root Rot Risk
Jun,Hydroponic,Cucumber,DWC,40.7,15.9,35.7,6.43,7.7,0.8,2.0,22.7,0,Root Rot Risk
Oct,Microgreen,Kohlrabi,Tray,23.3,49.9,26.3,1.43,5.8,2.1,4.8,19.8,0,Root Rot Risk
Jul,Hydroponic,Lettuce,DWC,33.6,87.8,28.6,0.63,5.7,2.1,4.0,9.7,0,Root Rot Risk
Mar,Microgreen,Arugula,Tray,30.8,45.8,25.8,2.41,7.4,0.7,5.0,18.8,0,Nutrient Lockout
Jan,Microgreen,Sunflower,Tray,13.6,57.4,16.6,0.67,6.6,0.7,8.2,9.8,1,Optimal
Aug,Microgreen,Pea Shoots,Tray,33.6,83.5,28.6,0.86,5.8,1.0,4.0,8.6,0,Root Rot Risk
Apr,Microgreen,Cilantro,Tray,47.7,27.4,42.7,7.99,7.4,1.7,2.0,21.7,0,Root Rot Risk
Nov,Hydroponic,Celery,NFT,15.0,56.4,18.0,0.75,7.2,2.4,7.7,5.1,0,Nutrient Lockout
Feb,Microgreen,Arugula,Tray,24.5,38.8,27.5,1.88,5.6,1.8,4.4,15.1,0,Root Rot Risk
Aug,Microgreen,Basil (MG),Tray,33.2,71.3,28.2,1.46,5.8,1.1,4.1,8.7,0,Root Rot Risk
Apr,Hydroponic,Kale,DWC,46.4,24.9,41.4,7.74,6.4,1.2,2.0,18.6,0,Root Rot Risk
Nov,Microgreen,Broccoli,Tray,18.8,47.7,21.8,1.14,5.9,2.4,6.4,11.2,1,Optimal
Jul,Hydroponic,Basil (Hydro),NFT,29.7,76.9,32.7,0.96,7.3,1.4,2.6,10.3,0,Root Rot Risk
May,Microgreen,Broccoli,Tray,43.2,23.5,38.2,6.66,5.6,0.6,2.0,19.0,0,Root Rot Risk
Aug,Microgreen,Basil (MG),Tray,31.5,91.6,26.5,0.39,7.3,2.4,4.7,9.8,0,Root Rot Risk
Jun,Microgreen,Sunflower,Tray,40.6,18.6,35.6,6.21,7.4,2.3,2.0,24.0,0,Root Rot Risk
Jun,Microgreen,Beetroot,Tray,41.3,26.3,36.3,5.82,5.7,2.0,2.0,20.3,0,Root Rot Risk
Dec,Microgreen,Radish,Tray,13.8,56.8,16.8,0.68,6.1,0.8,8.1,10.6,1,Optimal
Sep,Hydroponic,Spinach,NFT,30.2,74.1,25.2,1.11,7.6,1.4,5.2,8.2,0,Nutrient Lockout
Jul,Hydroponic,Spinach,DWC,29.8,82.2,32.8,0.75,7.6,2.1,2.5,12.7,0,Root Rot Risk
Jun,Microgreen,Beetroot,Tray,42.8,15.6,37.8,7.2,6.2,2.2,2.0,20.7,0,Root Rot Risk
Dec,Microgreen,Cilantro,Tray,16.0,55.6,19.0,0.81,7.5,0.6,7.3,5.7,0,Nutrient Lockout
Feb,Hydroponic,Cherry Tomato,DWC,26.7,42.4,29.7,2.02,7.1,0.7,3.6,16.9,0,Root Rot Risk
Nov,Hydroponic,Strawberry,DWC,12.5,58.7,15.5,0.6,6.8,1.8,8.6,5.5,1,Optimal
Oct,Hydroponic,Kale,NFT,30.8,41.5,25.8,2.59,6.0,1.2,5.0,18.6,0,VPD Stress
Aug,Hydroponic,Lettuce,DWC,35.0,77.0,30.0,1.29,6.0,0.6,3.5,11.3,0,Root Rot Risk
May,Microgreen,Sunflower,Tray,43.7,22.0,38.7,7.0,5.8,1.4,2.0,22.1,0,Root Rot Risk
Jul,Hydroponic,Cherry Tomato,NFT,33.7,74.6,28.7,1.33,7.7,0.6,3.9,11.6,0,Root Rot Risk
Jul,Hydroponic,Strawberry,DWC,30.3,94.6,25.3,0.23,5.4,1.8,5.2,10.9,0,VPD Stress
Sep,Hydroponic,Cherry Tomato,DWC,29.2,77.9,32.2,0.9,7.3,1.7,2.7,12.6,0,Root Rot Risk
May,Hydroponic,Spinach,DWC,42.2,21.4,37.2,6.53,6.3,1.6,2.0,22.2,0,Root Rot Risk
Jan,Microgreen,Radish,Tray,11.8,50.0,14.8,0.69,6.6,2.3,8.8,5.1,1,Optimal
Nov,Hydroponic,Lettuce,DWC,14.0,52.7,17.0,0.76,7.6,1.0,8.0,11.7,0,Nutrient Lockout
Jan,Hydroponic,Spinach,NFT,11.4,56.3,14.4,0.59,6.4,2.2,9.0,7.9,1,Optimal
May,Hydroponic,Mint,DWC,36.2,24.9,31.2,4.5,6.0,0.9,3.1,24.5,0,Root Rot Risk
Feb,Microgreen,Sunflower,Tray,30.6,33.0,25.6,2.95,5.5,0.8,5.0,15.6,0,VPD Stress
Sep,Hydroponic,Celery,DWC,32.6,81.9,27.6,0.89,5.7,1.2,4.3,13.5,0,Root Rot Risk
Jun,Hydroponic,Strawberry,NFT,36.8,20.3,31.8,4.95,7.1,1.5,2.9,18.8,0,Root Rot Risk
Sep,Hydroponic,Cherry Tomato,NFT,31.2,92.6,26.2,0.34,6.7,1.9,4.8,13.0,0,Root Rot Risk
Jun,Microgreen,Pea Shoots,Tray,41.8,28.5,36.8,5.8,7.6,1.8,2.0,19.4,0,Root Rot Risk
Jul,Microgreen,Sunflower,Tray,30.4,74.0,25.4,1.13,5.6,0.6,5.1,14.7,1,Optimal
Mar,Microgreen,Arugula,Tray,26.4,38.0,29.4,2.13,5.8,1.8,3.7,14.6,0,Root Rot Risk
Jul,Hydroponic,Cucumber,NFT,31.0,87.3,26.0,0.57,5.8,1.5,4.9,14.4,0,Root Rot Risk
Aug,Microgreen,Sunflower,Tray,30.7,84.7,25.7,0.67,5.9,2.3,5.0,14.2,1,Optimal
Nov,Hydroponic,Cherry Tomato,DWC,15.0,40.4,18.0,1.02,6.3,1.9,7.7,9.4,1,Optimal
Sep,Hydroponic,Strawberry,NFT,28.7,91.7,31.7,0.32,5.9,2.2,2.9,9.4,0,Root Rot Risk
Nov,Microgreen,Sunflower,Tray,19.7,53.6,22.7,1.06,5.6,0.9,6.1,7.3,1,Optimal
Jan,Microgreen,Pea Shoots,Tray,13.2,52.2,16.2,0.72,7.3,2.1,8.3,9.7,0,Nutrient Lockout
Jan,Hydroponic,Kale,DWC,19.8,57.3,22.8,0.99,5.6,1.9,6.0,10.9,1,Optimal
Oct,Microgreen,Beetroot,Tray,22.2,34.4,25.2,1.76,6.9,0.7,5.2,17.2,1,Optimal
Apr,Hydroponic,Celery,NFT,43.8,27.8,38.8,6.51,6.8,1.3,2.0,23.5,0,Root Rot Risk
Sep,Microgreen,Basil (MG),Tray,28.6,71.7,31.6,1.1,6.5,2.2,2.9,13.8,0,Root Rot Risk
Sep,Microgreen,Sunflower,Tray,33.3,73.8,28.3,1.34,7.4,1.2,4.1,9.1,0,Root Rot Risk
Jul,Hydroponic,Basil (Hydro),NFT,33.5,93.5,28.5,0.34,6.8,1.9,4.0,9.6,0,Root Rot Risk
Jan,Hydroponic,Basil (Hydro),DWC,12.5,46.6,15.5,0.77,5.4,0.7,8.6,9.6,0,Nutrient Lockout
Aug,Microgreen,Broccoli,Tray,33.5,82.4,28.5,0.91,5.4,1.6,4.0,13.4,0,Root Rot Risk
Aug,Hydroponic,Kale,NFT,29.5,74.9,32.5,1.03,5.3,1.5,2.6,10.7,0,Root Rot Risk
Apr,Hydroponic,Lettuce,DWC,36.4,17.1,31.4,5.03,5.4,1.8,3.0,21.9,0,Root Rot Risk
May,Microgreen,Cilantro,Tray,43.2,18.3,38.2,7.11,5.2,1.4,2.0,23.6,0,Root Rot Risk
Aug,Hydroponic,Bell Pepper,NFT,31.6,85.2,26.6,0.69,5.9,1.5,4.7,8.3,0,Root Rot Risk
Jun,Hydroponic,Strawberry,DWC,40.5,27.6,35.5,5.49,6.7,1.2,2.0,24.7,0,Root Rot Risk
Jan,Microgreen,Sunflower,Tray,8.8,57.7,11.8,0.48,6.3,0.6,9.9,8.5,1,Optimal
Apr,Hydroponic,Pak Choi,NFT,41.4,22.7,36.4,6.13,6.7,2.4,2.0,19.5,0,Root Rot Risk
Nov,Microgreen,Radish,Tray,14.1,50.9,17.1,0.79,5.3,1.4,8.0,6.1,0,Nutrient Lockout
Nov,Microgreen,Cilantro,Tray,19.4,44.1,22.4,1.26,5.6,2.2,6.2,11.0,1,Optimal
Feb,Hydroponic,Spinach,NFT,25.1,35.3,28.1,2.06,5.2,0.7,4.2,14.8,0,Root Rot Risk
Oct,Microgreen,Broccoli,Tray,22.8,46.7,25.8,1.48,7.3,1.0,5.0,16.1,0,Nutrient Lockout
Apr,Microgreen,Broccoli,Tray,39.6,27.7,34.6,5.22,7.4,1.6,2.0,24.2,0,Root Rot Risk
Jun,Microgreen,Pea Shoots,Tray,45.2,26.0,40.2,7.18,6.1,0.7,2.0,18.7,0,Root Rot Risk
Apr,Microgreen,Amaranth,Tray,43.2,24.5,38.2,6.58,7.1,1.8,2.0,20.3,0,Root Rot Risk
Dec,Microgreen,Arugula,Tray,8.8,44.2,11.8,0.63,5.3,0.9,9.9,10.7,0,Nutrient Lockout
Sep,Hydroponic,Kale,DWC,29.0,94.8,32.0,0.21,6.1,1.0,2.8,12.3,0,Root Rot Risk
Jun,Hydroponic,Strawberry,NFT,39.4,23.4,34.4,5.49,7.4,2.3,2.0,21.5,0,Root Rot Risk
Mar,Microgreen,Sunflower,Tray,26.0,46.3,29.0,1.81,6.9,1.3,3.8,18.6,0,Root Rot Risk
Dec,Microgreen,Kohlrabi,Tray,19.1,55.1,22.1,0.99,7.2,0.7,6.3,9.6,0,Nutrient Lockout
Aug,Microgreen,Basil (MG),Tray,29.6,75.2,32.6,1.03,7.2,1.5,2.6,9.5,0,Root Rot Risk
Mar,Microgreen,Amaranth,Tray,23.3,45.1,26.3,1.57,7.3,2.1,4.8,17.3,0,Root Rot Risk
Dec,Microgreen,Arugula,Tray,8.3,53.7,11.3,0.51,6.2,0.6,10.0,6.0,1,Optimal
Apr,Hydroponic,Lettuce,NFT,45.1,29.0,40.1,6.82,5.2,1.8,2.0,19.4,0,Root Rot Risk
Dec,Hydroponic,Bell Pepper,NFT,13.3,52.5,16.3,0.73,6.9,1.8,8.3,5.5,1,Optimal
Jun,Hydroponic,Lettuce,NFT,37.2,23.3,32.2,4.86,7.2,0.6,2.7,21.8,0,Root Rot Risk
Sep,Microgreen,Pea Shoots,Tray,30.0,92.4,25.0,0.32,5.3,2.3,5.2,9.9,0,Mold/Fungal Risk
Jul,Microgreen,Broccoli,Tray,31.0,76.4,26.0,1.06,6.6,1.4,4.9,10.4,0,Root Rot Risk
Dec,Hydroponic,Mint,DWC,14.2,43.6,17.2,0.91,7.1,1.8,8.0,7.4,0,Nutrient Lockout
Aug,Microgreen,Arugula,Tray,34.0,84.6,29.0,0.82,6.9,2.0,3.8,13.8,0,Root Rot Risk
Jan,Microgreen,Arugula,Tray,9.2,51.0,12.2,0.57,7.0,1.5,9.7,9.2,1,Optimal
Apr,Hydroponic,Cherry Tomato,NFT,41.8,23.9,36.8,6.17,7.0,1.6,2.0,20.4,0,Root Rot Risk
Jan,Microgreen,Pea Shoots,Tray,14.6,47.0,17.6,0.88,7.5,1.1,7.8,7.9,0,Nutrient Lockout
Jan,Microgreen,Kohlrabi,Tray,11.6,57.9,14.6,0.57,6.3,0.8,8.9,11.4,1,Optimal
Aug,Microgreen,Amaranth,Tray,29.7,91.6,32.7,0.35,5.4,1.6,2.6,11.2,0,Root Rot Risk
Dec,Hydroponic,Kale,DWC,14.0,50.7,17.0,0.79,6.8,1.8,8.1,6.0,1,Optimal
Apr,Microgreen,Broccoli,Tray,36.7,19.0,31.7,4.99,7.4,1.5,2.9,21.3,0,Root Rot Risk
Nov,Microgreen,Broccoli,Tray,10.1,42.5,13.1,0.71,7.5,1.3,9.4,10.1,0,Nutrient Lockout
Oct,Hydroponic,Bell Pepper,NFT,25.7,31.4,28.7,2.26,7.2,2.0,4.0,17.9,0,Root Rot Risk
Feb,Microgreen,Sunflower,Tray,28.5,36.9,31.5,2.45,7.2,1.8,3.0,17.2,0,Root Rot Risk
Aug,Hydroponic,Spinach,NFT,28.0,92.1,31.0,0.3,6.7,2.2,3.1,14.5,0,Root Rot Risk
Feb,Microgreen,Mustard,Tray,26.0,45.6,29.0,1.83,5.2,1.7,3.8,18.9,0,Root Rot Risk
May,Hydroponic,Bell Pepper,DWC,47.0,27.8,42.0,7.67,5.3,2.2,2.0,18.4,0,Root Rot Risk
May,Hydroponic,Strawberry,NFT,39.8,25.5,34.8,5.45,5.3,0.6,2.0,23.8,0,Root Rot Risk
Nov,Hydroponic,Bell Pepper,DWC,18.5,57.0,21.5,0.92,5.6,1.5,6.5,6.7,1,Optimal
Apr,Hydroponic,Kale,NFT,47.8,21.4,42.8,8.69,5.6,0.6,2.0,24.4,0,Root Rot Risk
Oct,Microgreen,Sunflower,Tray,26.3,49.1,29.3,1.75,6.6,1.5,3.7,16.0,0,Root Rot Risk
Dec,Hydroponic,Bell Pepper,NFT,14.7,43.6,17.7,0.94,5.9,1.3,7.8,7.8,1,Optimal
Jan,Hydroponic,Pak Choi,NFT,17.5,58.2,20.5,0.83,6.6,0.7,6.8,6.3,1,Optimal
Mar,Hydroponic,Pak Choi,NFT,26.6,40.6,29.6,2.07,6.0,2.2,3.6,15.2,0,Root Rot Risk
Sep,Hydroponic,Celery,NFT,29.9,83.2,32.9,0.71,6.5,1.1,2.5,9.6,0,Root Rot Risk
Jun,Microgreen,Radish,Tray,46.7,24.6,41.7,7.87,5.8,1.3,2.0,19.3,0,Root Rot Risk
May,Hydroponic,Celery,DWC,39.2,24.2,34.2,5.35,5.4,1.0,2.0,21.4,0,Root Rot Risk
Apr,Hydroponic,Cucumber,DWC,45.9,17.7,40.9,8.27,7.6,1.4,2.0,19.7,0,Root Rot Risk
Sep,Hydroponic,Strawberry,NFT,34.5,70.7,29.5,1.6,6.5,1.0,3.7,13.5,0,Root Rot Risk
Feb,Hydroponic,Pak Choi,DWC,25.9,47.0,28.9,1.78,7.0,2.3,3.9,17.1,0,Root Rot Risk
Jan,Microgreen,Cilantro,Tray,12.7,56.1,15.7,0.65,6.3,2.2,8.5,10.6,1,Optimal
Apr,Hydroponic,Cherry Tomato,NFT,45.4,19.1,40.4,7.9,7.4,1.1,2.0,21.1,0,Root Rot Risk
Aug,Hydroponic,Spinach,DWC,30.1,79.7,25.1,0.87,6.6,1.0,5.2,8.3,1,Optimal
Jun,Hydroponic,Lettuce,DWC,47.3,17.3,42.3,8.93,7.6,1.9,2.0,18.1,0,Root Rot Risk
Jun,Hydroponic,Lettuce,NFT,47.4,26.6,42.4,7.97,7.2,1.3,2.0,19.5,0,Root Rot Risk
